wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_length,pis_total_hits,pgs_total_hits,pis_total_density_per_kb,pgs_total_density_per_kb,pis_CDS_hits,pgs_CDS_hits,pis_five_prime_UTR_hits,pgs_five_prime_UTR_hits,pis_three_prime_UTR_hits,pgs_three_prime_UTR_hits,pis_intron_hits,pgs_intron_hits,pis_promoter_hits,pgs_promoter_hits
WBGene00012995,Y48C3A.14,none available,"DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, central region, subdomain 2; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; TOPRIM  domain",II,+,protein_coding,12256,1,0,0.0816,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00001162,efl-2,The efl-2 gene encodes an E2F/DP1-like protein of as yet unknown function; comparative genomic analysis suggests that EFL-2 may be involved in apoptosis.,"E2F Family; E2F/DP family, winged-helix DNA-binding domain; Winged helix-turn-helix DNA-binding domain",II,+,protein_coding,5756,1,0,0.1737,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00010071,sre-45,none available,"7TM GPCR, serpentine receptor class e (Sre)",II,+,protein_coding,5090,1,0,0.1965,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013008,clec-146,none available,C-type lectin fold; C-type lectin-like; C-type lectin-like/link domain,II,-,protein_coding,3134,0,1,0.0,0.3191,0,0,0,0,0,0,0,1,0,0
WBGene00002235,kqt-3,"kqt-3 encodes one of three C. elegans KCNQ-like potassium channel subunits and, with respect to humans, is most similar to the KCNQ1 channel protein which when mutated leads to inherited long QT syndrome (OMIM:607542); although loss of KQT-3 activity via large-scale RNAi screens results in no obvious abnormalities, KQT-3 likely functions to regulate cellular excitability as expression of KQT-3 in Xenopus oocytes can produce K+ channel currents that functionally resemble vertebrate M-currents; activity of these KQT-3 channels can be suppressed by coexpression with the human M1 muscarinic receptor and treatment with diacylglycerol analogs, although KQT-3 is less sensitive to each of these treatments than KQT-1; a KQT-3::GFP fusion protein is expressed in the anterior- and posterior-most intestinal cells, the anterior and posterior mechanosensory neurons ALM and PLM, amphid and phasmid neurons, and in some additional head neurons.","Ion transport domain; Potassium channel, voltage dependent, KCNQ; Potassium channel, voltage dependent, KCNQ, C-terminal; Voltage-gated potassium channel",II,+,protein_coding,16650,1,0,0.0601,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013209,bub-3,none available,G-protein beta WD-40 repeat; WD40 repeat; WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain,II,+,protein_coding,3549,0,1,0.0,0.2818,0,0,0,0,0,0,0,1,0,0
WBGene00013934,ZK131.11,none available,,II,+,protein_coding,25436,1,0,0.0393,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00002120,ins-37,ins-37 encodes an insulin-like peptide.,"Insulin-like; Nematode insulin-related peptide, beta type",II,-,protein_coding,1007,0,1,0.0,0.993,0,0,0,1,0,0,0,0,0,0
WBGene00198550,F08G2.16,none available,,II,-,ncRNA,89,1,0,11.236,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013093,cup-14,none available,Putative zinc-RING and/or ribbon; RUN domain,II,-,protein_coding,16457,0,1,0.0,0.0608,0,0,0,0,0,0,0,1,0,0
WBGene00012199,mltn-3,none available,Moulting cycle MLT-10-like protein,II,+,protein_coding,3338,1,0,0.2996,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00008499,cyp-37A1,none available,"Cytochrome P450; Cytochrome P450, E-class, group I",II,-,protein_coding,3147,0,1,0.0,0.3178,0,0,0,0,0,0,0,1,0,0
WBGene00002275,lem-2,"lem-2 encodes the ortholog of the vertebrate LEM2 and MAN1 proteins and contains a LEM domain which is a defining 40 amino acid motif shared by a family of nuclear envelope proteins; LEM family proteins bind to lamins and to the small inner nuclear membrane associated protein BAF; LEM-2 provides an anchor by which chromosomes are attached to the nuclear membrane; lem-2 together with the LEM domain protein emr-1/emerin, bind lmn-1/lamin and are required for viability and proper chromosome segregation; LEM-2 localizes to the nuclear membrane; lem-2 mutations also exhibit moderate hypersensitivity to DNA damage.",LEM domain; LEM/LEM-like domain; Man1-Src1p-C-terminal domain,II,+,protein_coding,3197,1,0,0.3128,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00012730,xrn-1,"xrn-1 encodes a 5'-3' exoribonuclease that is orthologous to Saccharomyces cerevisiae Xrnp1, a key component of the yeast 5'-3' mRNA degradation pathway; in C. elegans, XRN-1 activity is required during embryogenesis for completion of ventral enclosure, the morphogenetic process whereby the ventral epithelial cells cover and seal the interior cells of the embryo; in addition, XRN-1 also plays a role in facilitating RNA interference (RNAi), likely acting in the same pathway as the DCR-1/Dicer ribonuclease; to date, XRN-1 expression has been reported in adult hypodermal and rectal cells.",5'-3' exoribonuclease; 5'-3' exoribonuclease 1; Putative 5-3 exonuclease,II,+,protein_coding,20971,1,0,0.0477,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00000038,ace-4,ace-4 encodes an divergent acetylcholinesterase homolog with biochemically undetectable activity.,"Alpha/Beta hydrolase fold; Carboxylesterase, type B; Cholinesterase",II,+,protein_coding,7415,0,1,0.0,0.1349,0,0,0,0,0,0,0,0,0,0
WBGene00013212,Y54G11A.1,none available,,II,-,protein_coding,11333,1,0,0.0882,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00009182,F26H11.4,none available,,II,+,protein_coding,2231,1,0,0.4482,0.0,0,0,1,0,0,0,0,0,0,0
WBGene00011044,R05H10.3,none available,,II,+,protein_coding,13111,1,0,0.0763,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00000584,cog-1,"cog-1 encodes the C. elegans ortholog of the vertebrate Nkx6 homeodomain proteins; cog-1 activity is required for multiple aspects of reproductive system development, including connection of uterus to the vulva and vulval cell specification, as well as for specification of left/right asymmetry in the ASE taste receptor sensory neurons where cog-1 acts in ASER to suppress the ASEL cell fate; cog-1 expression in ASEL is negatively regulated by the lsy-6 miRNA; a cog-1::gfp reporter fusion is expressed in neurons and in the hermaphrodite vulva and uterus; in males, cog-1::gfp expression is seen in proctodeal cells and occasionally in the rectal Rep cells and P11.pp progeny.","Helix-turn-helix motif; Homeobox domain; Homeobox domain, metazoa; Homeobox domain-like",II,+,protein_coding,5041,0,1,0.0,0.1984,0,0,0,0,0,0,0,1,0,0
WBGene00008443,pde-3,none available,"3'5'-cyclic nucleotide phosphodiesterase; 3'5'-cyclic nucleotide phosphodiesterase, catalytic domain; HD/PDEase domain",II,+,protein_coding,33649,1,0,0.0297,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00013163,Y53F4B.17,none available,,II,+,protein_coding,6311,0,1,0.0,0.1585,0,0,0,0,0,0,0,1,0,0
WBGene00013166,Y53F4B.20,none available,"Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase; Peptidase M1, membrane alanine aminopeptidase, N-terminal",II,+,protein_coding,5080,1,0,0.1969,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00021597,spsb-1,none available,Concanavalin A-like lectin/glucanase domain; SOCS box domain; SPRY domain,II,+,protein_coding,32993,0,1,0.0,0.0303,0,0,0,0,0,0,0,1,0,0
WBGene00019183,npr-30,none available,"G protein-coupled receptor, rhodopsin-like",III,+,protein_coding,8635,1,0,0.1158,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00016221,C29F9.6,none available,"Coactivator CBP, KIX domain; Zinc finger, TAZ-type",III,+,protein_coding,1728,1,0,0.5787,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00016216,pals-22,none available,Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein,III,+,protein_coding,1984,1,0,0.504,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004045,pll-1,none available,"C2 domain; EF-hand domain pair; PH domain-like; PLC-like phosphodiesterase, TIM beta/alpha-barrel domain; Phosphatidylinositol-specific phospholipase C, X domain; Phosphoinositide phospholipase C family; Phosphoinositide-specific phospholipase C, EF-hand-like domain; Phospholipase C, phosphatidylinositol-specific, Y domain; Pleckstrin homology domain",III,+,protein_coding,11622,0,1,0.0,0.086,0,1,0,0,0,0,0,0,0,0
WBGene00006781,unc-45,"unc-45 encodes a conserved, muscle-specific protein that contains an N-terminal TRP (tetratricopeptide repeat) and a C-terminal UCS (UNC-45-CRO1-She4p) domain; during body wall muscle development, UNC-45 activity is essential for proper thick filament formation and sarcomere organization; in addition, maternally provided UNC-45 is required for embryonic polarity, cytokinesis, and germline cellularization; in regulating muscle development, UNC-45 acts, as both a chaperone and an HSP-90 cochaperone, to control type II myosin folding and assembly into thick filaments; in regulating polarity, cytokinesis and germline cellularization, maternal UNC-45 is essential for normal functioning of the NMY-2 non-muscle myosin II; UNC-45 can physically interact with myosin, Hsp90, and NMY-2; UNC-45 levels, and hence activity, are controlled by a novel E3/E4-multiubiquitylation complex containing CDC-48, UFD-2, and CHN-1; in muscle cells, UNC-45 colocalizes with myosin heavy chain B to thick filaments; in the embryo, UNC-45 colocalizes with NMY-2 at the cell cortex and the cleavage furrow; UNC-45 localization at the cell cortex and cleavage furrow is dependent upon NMY-2.","Armadillo-like helical; Armadillo-type fold; Tetratricopeptide repeat; Tetratricopeptide-like helical domain; UNC-45/Cro1/She4, central domain",III,+,protein_coding,11079,0,1,0.0,0.0903,0,0,0,0,0,0,0,1,0,0
WBGene00017937,F30H5.3,none available,"Cysteine-rich repeat; EB domain; Lustrin, cysteine-rich repeated; Pancreatic trypsin inhibitor Kunitz domain",III,-,protein_coding,6977,0,1,0.0,0.1433,0,0,0,0,0,0,0,0,0,0
WBGene00015155,B0353.1,none available,,III,+,protein_coding,20499,1,0,0.0488,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00020561,T19C3.3,none available,,III,-,protein_coding,3667,1,0,0.2727,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00016029,elf-1,none available,Ets domain; Winged helix-turn-helix DNA-binding domain,III,+,protein_coding,26654,1,0,0.0375,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00000895,dac-1,"dac-1 encodes the C. elegans ortholog of Dachshund, a transcriptional regulator first described in Drosophila that is a member of the SKI/SNO/DAC family of proteins; dac-1 is expressed at higher levels in the AFD thermosensory neurons as compared to the AWB olfactory neurons and likely plays a role in thermosensory behavior as on thermal gradients dac-1 mutants fail to suppress cryophilic drive but continue to track isotherms at the cultivation temperature; a DAC-1::GFP fusion protein is nuclear and expressed strongly in the AFD thermosensory neurons, but weakly in the AWC, ASE, and ASK chemosensory neurons; expression is also seen in alae and additional, unidentified tail cells; dac-1 expression in AFD is positively regulated by the TTX-1 OTX-like homeodomain protein.",Putative DNA-binding domain; Transforming protein Ski,III,+,protein_coding,5586,0,1,0.0,0.179,0,0,0,0,0,0,0,1,0,0
WBGene00019326,K02F3.2,"The K02F3.2 gene encodes a homolog of human SLC25A13, which when mutated leads to adult onset type II citrullinaemia (OMIM:603471).",EF-hand domain; EF-hand domain pair; Mitochondrial carrier domain; Mitochondrial carrier protein; Mitochondrial substrate/solute carrier,III,+,protein_coding,5504,1,0,0.1817,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00006615,trp-2,"trp-2 encodes a transient receptor potential (TRP) channel that, along with trp-1 and spe-41, constitutes one of three C. elegans TRPC family members; trp-2, along with trp-1, controls nicotine-dependent behavior.","Ankyrin repeat; Ankyrin repeat-containing domain; Ion transport domain; Transient receptor ion channel domain; Transient receptor potential channel; Transient receptor potential channel, canonical",III,+,protein_coding,10051,1,0,0.0995,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022103,cdh-12,"cdh-12 encodes a cadherin; by sequence similarity, CDH-12 is predicted to function in cellular adhesion.",Cadherin; Cadherin-like,III,+,protein_coding,29104,1,0,0.0344,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022493,mrpl-45,none available,NTF2-like domain; Tim44-like domain,III,-,protein_coding,5620,0,1,0.0,0.1779,0,1,0,0,0,0,0,0,0,0
WBGene00003978,pes-4,"pes-4 encodes a protein that contains two type 1 KH domains, RNA-binding domains that are present in a diverse group of nucleic acid-binding proteins; pes-4 was identified in promoter-trapping screens and by homology, is predicted to function as an RNA-binding protein; however, the precise role of PES-4 in C. elegans development and/or behavior is not yet known; a pes-4 reporter is expressed in three rectal epithelial cells from the L1 larval stage through adulthood and is also seen dispersed throughout the pharynx in all postembryonic stages.","K Homology domain; K Homology domain, type 1",III,-,protein_coding,14280,1,0,0.07,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004894,sms-3,none available,Sphingomyelin synthase-like domain,III,-,protein_coding,17990,0,1,0.0,0.0556,0,0,0,0,0,0,0,1,0,0
WBGene00021245,Y22D7AL.6,none available,,III,+,protein_coding,1926,0,1,0.0,0.5192,0,1,0,0,0,0,0,0,0,0
WBGene00002025,hsp-60,"hsp-60 encodes a nuclear-encoded mitochondrion-specific chaperone that is a member of the GroE/Hsp10/60 superfamily of molecular chaperones; hsp-60 is involved in the mitochondrial unfolded protein response, as hsp-60 expression, normally broadly detected during development, is greatly increased in response to treatments that disrupt mitochondrial protein handling; loss of hsp-60 activity via RNAi results in severe growth defects with arrest at embryonic and early larval stages of development.",Chaperone tailless complex polypeptide 1 (TCP-1); Chaperonin Cpn60; Chaperonin Cpn60/TCP-1 family; GroEL-like apical domain; GroEL-like equatorial domain,III,+,protein_coding,6062,0,1,0.0,0.165,0,1,0,0,0,0,0,0,0,0
WBGene00021249,Y22D7AL.11,none available,Fukutin-related,III,-,protein_coding,3590,0,1,0.0,0.2786,0,0,0,0,0,0,0,1,0,0
WBGene00021260,Y22D7AR.6,none available,Inositol polyphosphate kinase,III,-,protein_coding,4269,0,1,0.0,0.2342,0,0,0,0,0,0,0,1,0,0
WBGene00044798,tbx-43,none available,"Transcription factor, T-box; p53-like transcription factor, DNA-binding",III,-,protein_coding,4687,1,0,0.2134,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00006513,rimb-1,rimb-1 encodes the C. elegans ortholog of the vertebrate RIM-BP2 RIM (Rab3-interacting protein) binding proteins; rimb-1 is expressed pan-neuronally.,Fibronectin type III; Immunoglobulin-like fold; SH3 domain; Variant SH3 domain,III,+,protein_coding,18815,1,0,0.0531,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00021446,hlh-33,none available,"Myc-type, basic helix-loop-helix (bHLH) domain",III,+,protein_coding,4211,0,1,0.0,0.2375,0,0,0,0,0,0,0,1,0,0
WBGene00021444,ttc-7,none available,Tetratricopeptide repeat; Tetratricopeptide-like helical domain,III,+,protein_coding,17458,0,1,0.0,0.0573,0,0,0,0,0,0,0,1,0,0
WBGene00021439,ckr-2,none available,"Cholecystokinin receptor; G protein-coupled receptor, rhodopsin-like; Neuropeptide Y receptor family",III,-,protein_coding,12297,0,1,0.0,0.0813,0,0,0,0,0,0,0,1,0,0
WBGene00004088,ppk-2,"ppk-2 encodes a Type II phosphatidylinositol-4-phosphate kinase (PIP4K) that is one of three C. elegans PIP kinase homologs; PPK-2 is predicted to catalyze the phosphorylation of phosphatidylinositol-5-phosphate (PIP) on the 4-OH position to generate PI(4,5)P2; a deletion allele of ppk-2 is viable and does not affect PIP2 levels, suggesting that PPK-2 is not essential for PIP2 production.","Phosphatidylinositol-4-phosphate 5-kinase; Phosphatidylinositol-4-phosphate 5-kinase, C-terminal; Phosphatidylinositol-4-phosphate 5-kinase, N-terminal domain; Phosphatidylinositol-4-phosphate 5-kinase, core",III,+,protein_coding,5203,1,0,0.1922,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00016524,C39B5.6,none available,"Asn/Gln amidotransferase; Aspartyl/Glutamyl-tRNA(Gln) amidotransferase, subunit B/E, catalytic; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, B subunit; Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, subunit B /E",III,+,protein_coding,8817,1,0,0.1134,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00021857,iffb-1,none available,"P-loop containing nucleoside triphosphate hydrolase; Small GTP-binding protein domain; Transcription factor, GTP-binding domain; Translation elongation factor EFTu-like, domain 2; Translation initiation factor IF- 2, domain 3; Translation protein, beta-barrel domain",III,+,protein_coding,12466,1,0,0.0802,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00000506,cic-1,none available,"Cyclin, N-terminal; Cyclin-like",III,-,protein_coding,6897,0,1,0.0,0.145,0,1,0,0,0,0,0,0,0,0
WBGene00305818,Y54F10AL.7,none available,,III,+,ncRNA,2139,1,0,0.4675,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00003941,pbo-1,"pbo-1 encodes a calcium binding protein with homology to calcineurin; pbo-1 was identified in screens for mutations that disrupt the normal defecation cycle; a pbo-1 mutation results in weak or absent posterior body contractions, the first step in the defecation cycle; pbo-1 mutant animals are also slow growing and constipated.",EF-hand domain; EF-hand domain pair,III,-,protein_coding,5013,1,0,0.1995,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00022170,cox-6B,none available,"Cytochrome c oxidase, subunit VIb",III,+,protein_coding,87197,1,0,0.0115,0.0,0,0,1,0,0,0,0,0,0,0
WBGene00002244,laf-1,"laf-1 encodes a DEAD-box RNA helicase; laf-1 is required for embryonic development and sex determination; laf-1 was identified in screens for dominant suppressors of the sterility produced by gain-of-function fem-3 mutations; when homozygous, laf-1 mutations result in embryonic and larval lethality and when heterozygous, feminization of XX and XO animals; reporter gene analyses indicate that wild-type laf-1 activity is required for proper translational repression of tra-2 mRNA via its 3'UTR; when expressed in embryos, LAF-1 localizes predominantly to the cytoplasm with additional localization seen in P granules.","DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; Helicase, C-terminal; P-loop containing nucleoside triphosphate hydrolase",III,-,protein_coding,9698,0,1,0.0,0.1031,0,0,0,0,0,1,0,0,0,0
WBGene00044760,Y71H2AM.25,none available,"Peptidase C1A; Peptidase C1A, papain C-terminal",III,+,protein_coding,1217,0,1,0.0,0.8217,0,1,0,0,0,0,0,0,0,0
WBGene00022189,Y71H2AR.2,none available,"Peptidase C1A; Peptidase C1A, papain C-terminal",III,-,protein_coding,1808,1,0,0.5531,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00019994,cdh-1,"cdh-1 encodes a cadherin that is similar, in the extracellular domain, to the Drosophila cadherin Dachsous (Ds); although the precise role of cdh-1 in C. elegans development and/or behavior is not yet known, loss of cdh-1 activity via RNAi using the hypersensitive rrf-3 strain can result in locomotion and growth defects, as well as larval lethality.",Cadherin; Cadherin-like,III,+,protein_coding,25056,0,1,0.0,0.0399,0,0,0,0,0,0,0,1,0,0
WBGene00020100,mks-1,"mks-1 encodes, by alternative splicing, two isoforms of an ortholog of  human MKS1, and is paralogous to  MKRS-1 and MKRS-2; MKS-1 is redundantly required with NPH-4 for roughly  normal foraging, and with both NPH-1 and NPH-4 for cilia formation;  MKS-1 is expressed in a subset of amphid and inner labial neurons, in a  DAF-19-dependent manner; MKS-1 forms a complex with MKRS-1 and MKRS-2 at  the base of cilia, requires MKRS-1 and MKRS-2 for localization to the  transistion zone, and is coexpressed with these proteins in ciliated  sensory neurons; mks-1(RNAi) suppresses the normal egg-laying defect of  egl-9 mutants.",B9 domain,III,+,protein_coding,5028,1,0,0.1989,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00021816,Y53G8AR.9,none available,"Zinc finger, CCCH-type",III,-,protein_coding,3521,0,1,0.0,0.284,0,1,0,0,0,0,0,0,0,0
WBGene00010450,metl-18,none available,Lysine methyltransferase; S-adenosyl-L-methionine-dependent methyltransferase,III,+,protein_coding,2357,0,1,0.0,0.4243,0,0,0,0,0,0,0,1,0,0
WBGene00004213,ptp-1,"ptp-1 encodes a non-receptor tyrosine phosphatase containing Band 4.1 and PDZ domains that may function in linking cytoplasmic proteins and signaling molecules to sites on the plasma membrane; by homology, PTP-1 is predicted to function in cell signaling.","Band 4.1 domain; FERM adjacent (FA); FERM central domain; FERM, C-terminal PH-like domain; FERM, N-terminal; FERM/acyl-CoA-binding protein, 3-helical bundle; PDZ domain; PH domain-like; PTP type protein phosphatase; Protein-tyrosine phosphatase, catalytic; Protein-tyrosine phosphatase, non-receptor type-3, -4; Protein-tyrosine phosphatase-like; Ubiquitin-related domain",III,+,protein_coding,21250,1,0,0.0471,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00004765,sel-8,"sel-8 encodes a nuclear protein required for GLP-1 and LIN-12 signalling, that is analogous to (and may be homologous to) Drosophila MASTERMIND and its mammalian orthologs; SEL-8 (also known as LAG-3) forms a ternary complex with LAG-1/Su(H) and the intracellular domain of either GLP-1 or LIN-12; like MAM, SEL-8 is glutamine- and proline-rich; SEL-8 contains a novel motif shared with W09C5.1 and orthologs of W09C5.1 in S. cerevisiae (YER126c), Drosophila (DMIP259), and also has two prominent glutamine-rich domains.",Transcription activator LAG-3,III,-,protein_coding,14192,0,1,0.0,0.0705,0,0,0,0,0,0,0,1,0,0
WBGene00219563,linc-95,none available,,III,-,lincRNA,2784,1,0,0.3592,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00007860,rilp-1,none available,"JNK/Rab-associated protein-1, N-terminal; Rab interacting lysosomal protein, dimerization domain",III,+,protein_coding,7536,0,1,0.0,0.1327,0,0,0,0,0,0,0,1,0,0
WBGene00007966,maph-1.3,none available,,III,+,protein_coding,3664,1,0,0.2729,0.0,0,0,0,0,0,0,0,0,0,0
WBGene00006575,tir-1,"tir-1 encodes a Toll-Interleukin 1 Receptor (TIR) domain adaptor protein that is the C. elegans ortholog of human SARM (sterile alpha and armadillo repeats); tir-1 is required for innate immunity, as loss of tir-1 activity results in increased susceptibility to infection; tir-1 also functions in a lateral signaling pathway that specifies neuronal identity and is required for proper localization of NSY-1/MAPKKK to post-synaptic regions; TIR-1 physically interacts with a number of proteins, including UNC-43/CaMKII, the RAB-1 GTPase, and the ATP synthase f subunit encoded by R53.4; TIR-1 is expressed in neurons and localizes to post-synaptic regions of axons.",Armadillo-like helical; Armadillo-type fold; Sterile alpha motif domain; Sterile alpha motif/pointed domain; Toll/interleukin-1 receptor homology (TIR) domain,III,-,protein_coding,32053,0,1,0.0,0.0312,0,0,0,0,0,0,0,1,0,0
WBGene00003423,msi-1,none available,RNA recognition motif domain,III,-,protein_coding,11744,1,0,0.0851,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00002202,kin-19,"kin-19 encodes a serine/threonine kinase orthologous to Casein Kinase I (CKI); in the early embryo, kin-19 is a component of both the non-canonical Wnt signaling pathway that regulates endoderm formation in the early embryo as well as the Wnt spindle orientation pathway; during larval development, kin-19 functions in a non-canonical Wnt signaling pathway to control asymmetric division and fate specification in epidermal seam cells; kin-19 also functions with, or in parallel to, the heterochronic pathway to regulate loss of self-renewal and terminal differentiation of epidermal seam cells;  KIN-19 localizes to centrosomes, the cytoplasm, and the nucleus.",Protein kinase domain; Protein kinase-like domain,III,-,protein_coding,2643,0,1,0.0,0.3784,0,1,0,0,0,0,0,0,0,0
WBGene00006830,unc-103,"unc-103 encodes an ether-a-go-go-related (ERG) K+ channel homolog, orthologous to human KCNH6 (OMIM:608168); UNC-103 regulates muscle activation in motility, egg-laying and male spicule protraction; UNC-103 is expressed highly in many neurons; gain-of-function unc-103 alleles can be uncoordinated, while loss-of-function alleles have a more subtle defect in copulatory spicule protraction.","Cyclic nucleotide-binding domain; Cyclic nucleotide-binding-like; Ion transport domain; Potassium channel, voltage-dependent, EAG/ELK/ERG; Potassium channel, voltage-dependent, ERG; Potassium voltage-gated channel subfamily H member 6; RmlC-like jelly roll fold",III,+,protein_coding,31894,1,0,0.0314,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00011206,R10E4.11,none available,,III,-,protein_coding,4523,0,1,0.0,0.2211,0,1,0,0,0,0,0,0,0,0
WBGene00017805,F26A1.7,none available,,III,-,protein_coding,4124,0,1,0.0,0.2425,0,0,0,0,0,0,0,1,0,0
WBGene00006736,ulp-1,"ulp-1 encodes a SUMO protease; by homology, ULP-1 is predicted to function in removal of SUMO ubiquitin-like molecules from tagged proteins; expression of a chimeric SOP-2::GFP::ULP-1 protein results in aberrant localization of SOP-2, suggesting that: 1) ULP-1 functions in vivo to remove SUMO moieties from SOP-2 and 2) sumoylation is important for SOP-2 localization to nuclear bodies.","Ulp1 protease family, C-terminal catalytic domain",III,-,protein_coding,4141,0,1,0.0,0.2415,0,0,0,0,0,0,0,1,0,0
WBGene00019628,pup-2,"pup-2 encodes a template-independent poly(U) polymerase with 3'' end RNAsubstrates, orthologous to human ZCCHC6 and ZCCHC11, and paralogous toCID-1; like its paralog CID-1, PUP-2 is required for normally rapidgrowth and normally short lifespan; pup-2(RNAi) animals are slow-growingand abnormally long-lived; PUP-2 is paralogous to the GLD-2 family ofpoly(A) polymerases.",PAP/25A-associated,III,+,protein_coding,2668,1,0,0.3748,0.0,1,0,0,0,0,0,0,0,0,0
WBGene00022664,ZK121.2,none available,R3H domain,III,+,protein_coding,2578,1,0,0.3879,0.0,0,0,0,0,1,0,0,0,0,0
WBGene00001042,dnj-24,This gene encodes a protein containing a DnaJ ('J') domain.,DnaJ domain,III,-,protein_coding,8501,0,1,0.0,0.1176,0,1,0,0,0,0,0,0,0,0
WBGene00017031,D1044.6,none available,,III,-,protein_coding,7518,0,1,0.0,0.133,0,1,0,0,0,0,0,0,0,0
WBGene00044411,R12B2.8,none available,,III,+,protein_coding,4735,0,1,0.0,0.2112,0,0,0,0,0,0,0,1,0,0
WBGene00017773,dct-6,none available,WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain,III,+,protein_coding,5099,0,1,0.0,0.1961,0,1,0,0,0,0,0,0,0,0
WBGene00004102,pqn-10,"PQN-10 encodes an unfamiliar protein, with limited similarity to F27B3.6, that has a glutamine/asparagine-rich domain.",,III,+,protein_coding,2316,0,1,0.0,0.4318,0,1,0,0,0,0,0,0,0,0
WBGene00006498,ten-1,"ten-1 encodes a type II transmembrane protein containing EGF-like repeats that is the C. elegans ortholog of Drosophila Ten-m/Odz and vertebrate teneurins (OMIM:300588); in C. elegans, TEN-1 is required for proper development of the gonadal and pharyngeal basement membranes and for proper axonal placement and hypodermal morphogenesis; ten-1 and phy-1 act in parallel influencing the connection between epidermis and muscle during embryonic development; TEN-1 acts as an epidermal receptor for the BM collagens modified by PHY-1 and secreted by the muscle cells; loss of P4H function in ten-1 null mutants results in embryonic lethality due to arrest during late elongation with morphological defects; ten-1; phy-1 embryos have defects in epidermal development and body wall muscles due to basement membrane defects in arrested embryos; TEN-1 is expressed in the embryo and in multiple tissues during postembryonic development including the somatic gonad founder cells Z1 and Z4 and their descendants, as well as in six marginal cells and the M2 neurons in the pharynx; in the embryo, ten-1 expression overlaps with that of lat-1 in the dorsal left epidermoblasts; as ten-1 and lat-1 also display genetic interactions during embryonic development, the overlapping expression patterns suggest that these two genes have overlapping functions during embryogenesis.","EGF-like domain; Quinoprotein amine dehydrogenase, beta chain-like; Six-bladed beta-propeller, TolB-like; Tox-GHH domain",III,+,protein_coding,26463,1,0,0.0378,0.0,0,0,0,0,0,0,1,0,0,0
WBGene00015156,cwf-19L2,none available,"Cwf19-like protein, C-terminal domain-2; Cwf19-like, C-terminal domain-1",III,+,protein_coding,14722,0,1,0.0,0.0679,0,1,0,0,0,0,0,0,0,0
WBGene00018953,F56C9.10,none available,WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain,III,-,protein_coding,5612,0,1,0.0,0.1782,0,0,0,0,0,0,0,1,0,0
WBGene00017274,F08F8.9,none available,,III,-,protein_coding,4681,0,1,0.0,0.2136,0,0,0,0,0,0,0,1,0,0
