wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,gene_start,gene_end,gene_length,g_count,c_count,a_count,t_count,g_percentage,c_percentage,gc_percentage,five_prime_UTR_length,CDS_length,intron_length,three_prime_UTR_length,exon_length,promoter_length,TSS_region_length,gene_body_length,intergenic_length,pis_five_prime_UTR_count,pis_CDS_count,pis_intron_count,pis_three_prime_UTR_count,pis_exon_count,pis_promoter_count,pis_TSS_region_count,pis_gene_body_count,pis_intergenic_count,pis_total,pis_five_prime_UTR_density_per_kb,pis_CDS_density_per_kb,pis_intron_density_per_kb,pis_three_prime_UTR_density_per_kb,pis_exon_density_per_kb,pis_promoter_density_per_kb,pis_TSS_region_density_per_kb,pis_gene_body_density_per_kb,pis_intergenic_density_per_kb,pis_total_density_per_kb,pgs_five_prime_UTR_count,pgs_CDS_count,pgs_intron_count,pgs_three_prime_UTR_count,pgs_exon_count,pgs_promoter_count,pgs_TSS_region_count,pgs_gene_body_count,pgs_intergenic_count,pgs_total,pgs_five_prime_UTR_density_per_kb,pgs_CDS_density_per_kb,pgs_intron_density_per_kb,pgs_three_prime_UTR_density_per_kb,pgs_exon_density_per_kb,pgs_promoter_density_per_kb,pgs_TSS_region_density_per_kb,pgs_gene_body_density_per_kb,pgs_intergenic_density_per_kb,pgs_total_density_per_kb
WBGene00013739,spin-4,none available,Major facilitator superfamily; Major facilitator superfamily domain,III,+,protein_coding,12688318,12698249,9932,1665,1528,3378,3361,16.76,15.38,32.15,9,1539,7454,930,2478,0,0,9932,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.6498,0.0,0.0,0.0,0.0,0.0,0.1007,0.0,0.1007
WBGene00013912,irld-19,none available,"Leucine-rich repeat domain, L domain-like; Receptor L-domain",III,-,protein_coding,12760684,12764341,3658,596,644,1185,1233,16.29,17.61,33.9,0,1581,2077,0,1581,0,0,3658,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.4815,0.0,0.0,0.0,0.0,0.2734,0.0,0.2734,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00013914,lgc-37,"ZC482.5 is orthologous to the human gene GAMMA-AMINOBUTYRIC ACID A RECEPTOR GAMMA 2 (GABRG2; OMIM:137164), which when mutated leads to disease.",Gamma-aminobutyric acid A receptor/Glycine receptor alpha; Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,III,+,protein_coding,12785154,12793176,8023,1605,1639,2346,2433,20.0,20.43,40.43,7,1452,6502,62,1521,0,0,8023,0,0,1,0,0,0,0,0,1,0,1,0.0,0.6887,0.0,0.0,0.0,0.0,0.0,0.1246,0.0,0.1246,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012548,Y37D8A.6,none available,LPS-induced tumour necrosis factor alpha factor,III,-,protein_coding,12856830,12870297,13468,2522,2432,4482,4032,18.73,18.06,36.78,317,399,12636,122,838,0,0,13468,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0791,0.0,0.0,0.0,0.0,0.0743,0.0,0.0743
WBGene00012559,epg-3,none available,,III,+,protein_coding,12934717,12942288,7572,1154,1235,2699,2484,15.24,16.31,31.55,26,1386,4677,1745,3015,0,0,7572,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.5731,0.0,0.0,0.0,0.1321,0.0,0.1321,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00012717,Y39E4B.6,"Y39E4B.6 is involved in cell migration; Y39E4B.6 is predicted to have cyclin-dependent protein serine/threonine kinase (cdk-9, cit-1.1 or cit-1.2) inhibitor activity and snRNA binding activity, based on protein domain information; physical interaction with cit-1.2 protein based on yeast 2-hybrid.",HEXIM,III,+,protein_coding,13070756,13074305,3550,762,773,1021,994,21.46,21.77,43.24,253,867,2305,558,1678,0,0,3550,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,1.7921,0.0,0.0,0.0,0.2817,0.0,0.2817,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00013574,lron-13,none available,"Leucine-rich repeat domain, L domain-like",III,+,protein_coding,13527438,13539975,12538,2195,2199,4313,3831,17.51,17.54,35.05,66,2349,10100,23,2438,0,0,12538,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0798,0.0,0.0798
WBGene00235257,T05C7.4,none available,,IV,-,protein_coding,52725,53639,915,202,129,306,278,22.08,14.1,36.17,8,174,577,421,603,0,0,915,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.7331,0.0,0.0,0.0,0.0,1.0929,0.0,1.0929
WBGene00015246,scl-23,none available,"CAP domain; Cysteine-rich  secretory protein, allergen V5/Tpx-1-related; Ves allergen",IV,-,protein_coding,86840,90091,3252,588,702,886,1076,18.08,21.59,39.67,74,993,2135,50,1117,0,0,3252,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.4684,0.0,0.0,0.0,0.0,0.3075,0.0,0.3075,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006599,tpa-1,"tpa-1 encodes two protein kinase C isoforms, TPA-1A and TPA-1B; analysis of tpa-1 mutations indicates that at least one TPA-1 isoform plays a role in nicotine-induced adaptation and that both isoforms appear to play a role in gpa-12/G protein-mediated signaling that modulates feeding and growth.","AGC-kinase, C-terminal; C2 domain; Diacylglycerol/phorbol-ester binding; Protein kinase C, delta/epsilon/eta/theta types; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; Protein kinase domain; Protein kinase, C-terminal; Protein kinase-like domain",IV,+,protein_coding,91980,110819,18840,3083,3334,6092,6331,16.36,17.7,34.06,521,2115,15985,668,2893,0,0,18840,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0626,0.0,0.0,0.0,0.0,0.0531,0.0,0.0531,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017929,grld-1,"grld-1 is orthologous to human RBM15 (OMIM:606077, mutated in infantile acute megakaryoblastic leukemia) and Drosophila NITO; GRLD-1 encodes a paralog of DIN-1; like DIN-1, it has N-terminal RNA recognition motifs (RRMs) and a C-terminal SID/RD (SMRT interaction domain/repressor) domain.","RNA recognition motif domain; SPOC-like, C-terminal domain; Spen paralogue and orthologue SPOC, C-terminal",IV,-,protein_coding,121797,125931,4135,980,715,980,1460,23.7,17.29,40.99,8,1571,2433,430,1710,0,0,4135,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.411,0.0,0.0,0.0,0.0,0.2418,0.0,0.2418
WBGene00000674,col-99,none available,Collagen triple helix repeat,IV,-,protein_coding,137974,147919,9946,2057,1983,2976,2930,20.68,19.94,40.62,0,2235,7189,786,2960,0,0,9946,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1391,0.0,0.0,0.0,0.0,0.1005,0.0,0.1005,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00017576,cdh-8,"cdh-8 encodes a cadherin that may be nematode specific; CDH-8 is predicted to function as a membrane protein that plays a role in cell adhesion and/or morphogenesis, but as loss of cdh-8 activity via mutation or large-scale RNAi experiments results in no obvious abnormalities, the precise role of cdh-8 in C. elegans development and/or behavior is not yet known.",Cadherin; Cadherin-like,IV,+,protein_coding,339808,359293,19486,3504,3280,6401,6301,17.98,16.83,34.81,0,5055,14353,411,5466,0,0,19486,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0697,0.0,0.0,0.0,0.0,0.0513,0.0,0.0513
WBGene00044789,T07A9.14,none available,Ribosomal protein S24e,IV,+,protein_coding,386699,387949,1251,232,289,373,357,18.55,23.1,41.65,0,615,293,343,958,0,0,1251,0,0,1,0,0,0,0,0,1,0,1,0.0,1.626,0.0,0.0,0.0,0.0,0.0,0.7994,0.0,0.7994,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00019774,npr-37,none available,,IV,-,protein_coding,461199,481167,19969,3608,3242,7099,6020,18.07,16.24,34.3,21,1440,18198,317,1771,0,0,19969,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0501,0.0,0.0501,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00002140,inx-18,inx-18 encodes a predicted member of the innexin family.,Innexin,IV,+,protein_coding,606355,614062,7708,1337,1288,2479,2604,17.35,16.71,34.06,89,1341,6067,961,2289,0,0,7708,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1648,0.0,0.0,0.0,0.0,0.1297,0.0,0.1297,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021950,cutl-26,none available,Zona pellucida domain,IV,-,protein_coding,698699,707735,9037,1698,1727,2866,2746,18.79,19.11,37.9,26,1509,7399,109,1644,0,0,9037,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1352,0.0,0.0,0.0,0.0,0.1107,0.0,0.1107,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00019069,lgc-30,none available,Neurotransmitter-gated ion-channel; Neurotransmitter-gated ion-channel ligand-binding domain; Neurotransmitter-gated ion-channel transmembrane domain,IV,+,protein_coding,924882,939736,14855,2561,2531,4831,4932,17.24,17.04,34.28,54,1590,13037,174,1818,0,0,14855,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0767,0.0,0.0,0.0,0.0,0.0673,0.0,0.0673,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021921,rbm-39,none available,"RNA recognition motif domain; RNA recognition motif domain, eukaryote; Splicing factor RBM39, linker; Splicing factor, RBM39-like",IV,+,protein_coding,1012624,1019558,6935,1120,1231,2534,2050,16.15,17.75,33.9,1740,1743,4738,290,3338,0,0,6935,0,0,1,0,0,0,0,0,1,0,1,0.0,0.5737,0.0,0.0,0.0,0.0,0.0,0.1442,0.0,0.1442,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021931,znf-782,none available,Zinc finger C2H2-type,IV,-,protein_coding,1058076,1067525,9450,2038,1698,2977,2737,21.57,17.97,39.53,57,1989,6641,769,2815,0,0,9450,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000816,csn-4,csn-4 encodes a protein with similarity to human COP9 proteasome subunit 4.,Proteasome component (PCI) domain; Winged helix-turn-helix DNA-binding domain,IV,-,protein_coding,1077463,1087013,9551,1465,1492,3137,3457,15.34,15.62,30.96,6,1239,7854,452,1697,0,0,9551,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1273,0.0,0.0,0.0,0.0,0.1047,0.0,0.1047
WBGene00005904,srx-13,none available,"7TM GPCR, serpentine receptor class x  (Srx)",IV,-,protein_coding,1114697,1118666,3970,602,707,1419,1242,15.16,17.81,32.97,0,978,2992,0,978,0,0,3970,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.3342,0.0,0.0,0.0,0.0,0.2519,0.0,0.2519,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00009515,clec-170,none available,C-type lectin fold; C-type lectin-like; C-type lectin-like/link domain,IV,+,protein_coding,1266866,1274425,7560,1409,1508,2313,2330,18.64,19.95,38.58,10,1488,5926,136,1634,0,0,7560,0,0,1,0,0,0,0,0,1,0,1,0.0,0.672,0.0,0.0,0.0,0.0,0.0,0.1323,0.0,0.1323,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00022310,Y77E11A.7,none available,,IV,-,protein_coding,1411014,1419849,8836,1618,1493,2663,3062,18.31,16.9,35.21,4,1869,6932,82,1955,0,0,8836,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.1132,0.0,0.1132
WBGene00022313,Y77E11A.12,none available,GRAM domain,IV,-,protein_coding,1461898,1475109,13212,2481,2367,4358,4006,18.78,17.92,36.69,17,1935,11118,143,2094,0,0,13212,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0899,0.0,0.0,0.0,0.0,0.0757,0.0,0.0757
WBGene00021512,Y41D4B.4,none available,Tetratricopeptide-like helical domain,IV,+,protein_coding,1660110,1670294,10185,1626,1802,3580,3177,15.96,17.69,33.66,5,1971,7398,814,2790,0,0,10185,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,1.2285,0.0,0.0,0.0,0.0982,0.0,0.0982,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021507,ptpn-22,none available,"PTP type protein phosphatase; Protein-tyrosine phosphatase, catalytic; Protein-tyrosine phosphatase-like",IV,-,protein_coding,1727930,1740262,12333,2142,1922,4106,4163,17.37,15.58,32.95,99,1410,10141,1757,3266,0,0,12333,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.7092,0.0,0.0,0.0,0.0,0.0,0.0811,0.0,0.0811
WBGene00021506,Y41D4A.4,none available,Nonaspanin (TM9SF),IV,+,protein_coding,1746001,1751459,5459,874,953,1784,1848,16.01,17.46,33.47,2,1924,3572,276,2202,0,0,5459,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1832,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00001173,egl-4,"egl-4 encodes a cyclic GMP-dependent protein kinase that may act through the TGF-beta signaling pathway to relay sensory cues that modulate chemosensory behavior, dauer formation, foraging, egg laying, body size, and endoreduplication in response to dietary restriction; egl-4 is also required for lethargus, a sleep-like state that is induced before each of the four larval molts; in addition, genetic studies indicate that egl-4 may also act through daf-16 to regulate adult lifespan; an egl-4::gfp promoter fusion is expressed in body wall muscle, head neurons, hypodermis, and the intestine.","AGC-kinase, C-terminal; Cyclic nucleotide-binding domain; Cyclic nucleotide-binding-like; Protein kinase domain; Protein kinase-like domain; RmlC-like jelly roll fold; cGMP-dependent kinase",IV,+,protein_coding,1848071,1880596,32526,5841,5949,10046,10690,17.96,18.29,36.25,345,2765,30903,657,3767,0,0,32526,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0324,0.0,0.0,0.0,0.0,0.0307,0.0,0.0307,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00198086,F55A8.5,none available,,IV,-,ncRNA,1905347,1905405,59,5,19,12,23,8.47,32.2,40.68,0,0,0,0,59,0,0,59,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9492,0.0,16.9492,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00305452,F55A8.7,none available,,IV,+,ncRNA,1913453,1914930,1478,367,373,422,316,24.83,25.24,50.07,0,0,0,0,0,0,0,1478,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6766,0.0,0.6766
WBGene00022300,Y76B12C.6,none available,,IV,+,protein_coding,1981396,1993064,11669,2145,2128,3682,3714,18.38,18.24,36.62,50,1665,9125,838,2553,0,0,11669,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1096,0.0,0.0,0.0,0.0,0.0857,0.0,0.0857,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00022296,xpc-1,none available,DNA repair protein Rad4; Rad4 beta-hairpin domain 1; Rad4 beta-hairpin domain 2; Rad4 beta-hairpin domain 3; Rad4/PNGase transglutaminase-like fold,IV,+,protein_coding,1993089,2009027,15939,2538,2466,5967,4968,15.92,15.47,31.39,2,3360,11442,1135,4497,0,0,15939,0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,0.8811,0.0,0.0,0.0,0.0627,0.0,0.0627,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00000487,che-6,none available,Cyclic nucleotide-binding domain; Cyclic nucleotide-binding-like; RmlC-like jelly roll fold,IV,-,protein_coding,2104056,2111408,7353,1242,1335,2394,2382,16.89,18.16,35.05,0,1968,5385,0,1968,0,0,7353,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1857,0.0,0.0,0.0,0.0,0.136,0.0,0.136,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00305880,Y71G10AR.6,none available,,IV,+,ncRNA,2179391,2192703,13313,2151,2113,4643,4406,16.16,15.87,32.03,0,0,0,0,0,0,0,13313,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0751,0.0,0.0751,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00002990,lin-1,"lin-1 encodes an Ets-domain-containing transcription factor that is a member of the ETS gene family that includes human ELK1, 3, and 4 (OMIM:600247); LIN-1 functions as a general effector of MAP kinase-mediated signaling; when MAP kinase is inactive, LIN-1 forms a complex with LIN-31/WH that inhibits vulval cell fate specification; upon MAP kinase activation (vulval induction), LIN-1 is phosphorylated, dissociates from LIN-31, and becomes inactive, thus allowing for vulval development.",Ets domain; Winged helix-turn-helix DNA-binding domain,IV,-,protein_coding,2275861,2300286,24426,4643,4012,8307,7464,19.01,16.43,35.43,8,1326,22687,413,1739,0,0,24426,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0441,0.0,0.0,0.0,0.0,0.0409,0.0,0.0409
WBGene00022086,sprr-3,none available,"7TM GPCR, serpentine receptor class w (Srw)",IV,+,protein_coding,2542301,2549952,7652,1192,1153,2607,2700,15.58,15.07,30.65,25,1398,6046,183,1606,0,0,7652,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,0.0,0.7153,0.0,0.0,0.0,0.0,0.0,0.1307,0.0,0.1307
WBGene00022100,Y69A2AR.31,none available,GDNF/GAS1,IV,-,protein_coding,2650383,2664003,13621,2748,2641,4113,4119,20.17,19.39,39.56,37,3201,10274,109,3347,0,0,13621,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0973,0.0,0.0,0.0,0.0,0.0734,0.0,0.0734,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00022378,Y94H6A.5,Y94H6A.5 encodes a DEAD-box helicase; loss of Y94H6A.5 activity via RNAi indicates that Y94H6A.5 activity is required for positive regulation of growth rate and larval development.,"DBP10, C-terminal; DDX54/DBP10 family; DEAD/DEAH box helicase domain; Helicase superfamily 1/2, ATP-binding domain; Helicase, C-terminal; P-loop containing nucleoside triphosphate hydrolase",IV,-,protein_coding,2688913,2703977,15065,2223,2459,4745,5638,14.76,16.32,31.08,7,2607,12462,118,2662,0,0,15065,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0802,0.0,0.0,0.0,0.0,0.0664,0.0,0.0664
WBGene00043061,Y54G2A.38,none available,"7TM GPCR, serpentine receptor class g (Srg)",IV,+,protein_coding,2759463,2762083,2621,455,456,810,900,17.36,17.4,34.76,0,921,1700,0,921,0,0,2621,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.5882,0.0,0.0,0.0,0.0,0.3815,0.0,0.3815,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021882,nprt-1,none available,"Nicotinate phosphoribosyltransferase family; Nicotinate phosphoribosyltransferase pncB-type; Quinolinate phosphoribosyl transferase, C-terminal",IV,-,protein_coding,2872023,2890451,18429,3341,3330,5894,5864,18.13,18.07,36.2,200,1749,16509,201,2090,0,0,18429,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0.0,0.0,0.0,4.9751,0.0,0.0,0.0,0.0543,0.0,0.0543
WBGene00044493,Y54G2A.50,none available,,IV,+,protein_coding,2918029,2919784,1756,307,336,584,529,17.48,19.13,36.62,371,459,571,406,1236,0,0,1756,0,1,0,0,0,0,0,0,1,0,1,2.6954,0.0,0.0,0.0,0.0,0.0,0.0,0.5695,0.0,0.5695,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021897,ser-6,"ser-6 encodes a G protein-coupled receptor that is a member of the C. elegans biogenic amine (dopamine, serotonin, octopamine and tyramine) receptor family; in C. elegans, SER-6 functions as part of a signaling pathway that mediates serotonin-induced fat reduction via transcriptional regulation of lipid oxidation genes; a ser-6::GFP promoter fusion is expressed in a subset of head and tail neurons.","G protein-coupled receptor, rhodopsin-like",IV,+,protein_coding,2960098,2964401,4304,726,832,1411,1335,16.87,19.33,36.2,25,1206,2817,301,1532,0,0,4304,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.355,0.0,0.0,0.0,0.0,0.2323,0.0,0.2323,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00021890,Y54G2A.26,none available,,IV,-,protein_coding,2986050,2995472,9423,1833,1834,2840,2916,19.45,19.46,38.92,0,1836,6918,669,2505,0,0,9423,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.1446,0.0,0.0,0.0,0.0,0.1061,0.0,0.1061,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00305860,Y67D8C.24,none available,,IV,+,ncRNA,3061664,3144841,83178,15058,14144,27693,26283,18.1,17.0,35.11,0,0,0,0,0,0,0,83178,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.012
WBGene00022059,Y67D8A.2,"Y67D8A.2 encodes a protein orthologous to human Phosphorylase kinase, beta subunit,(PHKB); human phosphorylase kinase is a polymer of 16 subunits, and catalyses serine phosphorylation of substrates, including troponin I.",Glycoside hydrolase family 15/Phosphorylase b kinase regulatory chain family; Phosphorylase kinase alpha/beta subunit; Six-hairpin glycosidase-like,IV,+,protein_coding,3222440,3252604,30165,5298,5512,9870,9485,17.56,18.27,35.84,4,3728,26264,240,3972,0,0,30165,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0332,0.0,0.0332,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00001548,gcy-23,"gcy-23 encodes a receptor-type guanylyl cyclase that, along with gcy-8 and gcy-18, constitutes a subfamily of guanylyl cyclase genes in C. elegans; gcy-23 functions redundantly with gcy-8 and gcy-18, and upstream of tax-4, to regulate thermotaxis via the AFD thermosensory neurons, although of the three guanylyl cyclases required, genetic analyses suggest that GCY-18 is the primary guanylyl cyclase required; in addition, loss of gcy-23 activity via RNAi results in lifespan extension; GCY-23 is expressed exclusively in the AFD thermosensory neurons, where it localizes to sensory endings.","Adenylyl cyclase class-3/4/guanylyl cyclase; Nucleotide cyclase; Periplasmic binding protein-like I; Protein kinase-like domain; Receptor, ligand binding region; Serine-threonine/tyrosine-protein kinase, catalytic domain",IV,-,protein_coding,3282885,3289337,6453,1348,1453,1758,1894,20.89,22.52,43.41,0,3222,3107,124,3346,0,0,6453,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,0.3219,0.0,0.0,0.0,0.0,0.155,0.0,0.155,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00019049,F58E2.5,none available,"CAP domain; Cysteine-rich  secretory protein, allergen V5/Tpx-1-related",IV,+,protein_coding,3444914,3446578,1665,320,297,524,524,19.22,17.84,37.06,0,699,916,50,749,0,0,1665,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.0917,0.0,0.0,0.0,0.0,0.6006,0.0,0.6006
WBGene00023475,srz-69,none available,"7TM GPCR, serpentine receptor class z (Srz)",IV,-,protein_coding,3475646,3477224,1579,267,340,518,454,16.91,21.53,38.44,0,903,676,0,903,0,0,1579,0,0,0,1,0,0,0,0,1,0,1,0.0,0.0,1.4793,0.0,0.0,0.0,0.0,0.6333,0.0,0.6333,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
