wormbase_gene_id,gene_symbol,gene_function,protein_domains,chromosome,strand,biotype,n_transcripts,pis_total_hits,pis_transcripts_with_any,pis_transcripts_with_utr5,pis_transcripts_with_cds,pis_transcripts_with_utr3,pis_pct_transcripts_with_any,pis_pct_transcripts_with_utr5,pis_pct_transcripts_with_cds,pis_pct_transcripts_with_utr3,pis_avg_density_utr5,pis_avg_density_cds,pis_avg_density_utr3,pis_avg_total_density,pgs_total_hits,pgs_transcripts_with_any,pgs_transcripts_with_utr5,pgs_transcripts_with_cds,pgs_transcripts_with_utr3,pgs_pct_transcripts_with_any,pgs_pct_transcripts_with_utr5,pgs_pct_transcripts_with_cds,pgs_pct_transcripts_with_utr3,pgs_avg_density_utr5,pgs_avg_density_cds,pgs_avg_density_utr3,pgs_avg_total_density
WBGene00006555,tbx-36,none available,"Transcription factor, T-box; p53-like transcription factor, DNA-binding",IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006556,tbx-37,"tbx-37 encodes a T box transcription factor; during embryonic development, tbx-37 functions redundantly with tbx-38 to effect Notch-mediated pharyngeal mesoderm induction in descendants of the ABa blastomere; in addition, tbx-37 and tbx-38 are required for proper cell fate specification of other ABa descendants, such as those that give rise to hypodermal tissue; a tbx-37::gfp fusion is expressed exclusively in the 8 ABa descendents at the 24-cell stage of embryogenesis; negative regulation of tbx-37 expression in ABp descendants depends upon Notch signaling, while negative regulation of expression in both ABp and EMS descendents appears to be controlled by members of the REF-1 family of bHLH transcriptions factors, specifically REF-1, HLH-26, HLH-27, and HLH-29.","Transcription factor, T-box; p53-like transcription factor, DNA-binding",III,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006557,tbx-38,"tbx-38 encodes a T box transcription factor; during embryonic development, tbx-38 functions redundantly with tbx-37 to effect Notch-mediated pharyngeal mesoderm induction in descendants of the ABa blastomere; in addition, tbx-38 and tbx-37 are required for proper cell fate specification of other ABa descendants, such as those that give rise to hypodermal tissue; TBX-38 expression appears to be limited to the 8 ABa descendents at the 24-cell stage of embryogenesis, with expression diminishing markedly during the next cell cycle; negative regulation of TBX-38 expression in ABp descendants depends upon Notch signaling, while negative regulation of expression in EMS descendents is likely controlled, in part, by ref-1 and unc-37, which encode bHLH and Groucho-like proteins, respectively.","Transcription factor, T-box; p53-like transcription factor, DNA-binding",III,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006558,tbx-39,none available,"Transcription factor, T-box; p53-like transcription factor, DNA-binding",IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006559,tbx-40,none available,"Transcription factor, T-box; p53-like transcription factor, DNA-binding",IV,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006560,tbx-41,none available,"Transcription factor, T-box; p53-like transcription factor, DNA-binding",X,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006561,tcl-2,none available,,IV,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006562,tdc-1,"tdc-1 encodes the major C. elegans tyrosine decarboxylase; TDC-1 is an aromatic-L-amino-acid/L-histidine decarboxylase that is required for the synthesis of tyramine and octopamine, and thus for behaviors dependent upon these biogenic amines, including egg laying, locomotion, and touch response; TDC-1 is expressed in the RIC and RIM interneurons, in the gonadal sheath cells, and in the UV1 uterine cells.","Aromatic-L-amino-acid decarboxylase; Pyridoxal phosphate-dependent decarboxylase; Pyridoxal phosphate-dependent transferase; Pyridoxal phosphate-dependent transferase, major region, subdomain 1; Pyridoxal phosphate-dependent transferase, subdomain 2",II,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006563,teg-1,"teg-1 encodes a protein with similarity to mammalian CD2BP2 and Saccharomyces cerevisiae Lin1p; teg-1 is involved in regulating the stem cell proliferation versus differentiation decision in the germ line; TEG-1 physically interacts in vivo with UAF-1, the C. elegans homolog of the U2AF65 splicing factor; TEG-1 is expressed in the germline and somatic cells of the gonad and in the intestine; in the gonad, TEG-1 is enriched in the nucleoplasm with fainter levels seen in the cytoplasm of the gonad and intestine; within the gonad, TEG-1 nucleoplasmic expression is highest in oocytes, the somatic Distal Tip Cell (DTC), and sheath cells.",GYF domain,III,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006565,tfg-1,"tfg-1 encodes a tumor suppressor gene homologous to human TRK-fused gene (TFG)(OMIM: 602498); TFG-1 is sufficient and necessary to inhibit the normal apoptotic pathway; TFG-1 influences body size and responsible for determining the size of adults; TFG-1 functions in a novel pathway independent of TGF-beta; and insulin signaling to control cell growth and size;  TFG-1 directly interacts with SEC-16 and controls COPII subunit accumulation at the endoplasmic reticulum exit sites; TFG-1 requires SEC-16 for its localization and SEC-16 requires TFG-1 to accumulate normally on endoplasmic reticulum exit sites; TFG-1 hexamers facilitates normal assembly of large complexes containing SEC-16 and COPII subunits; TFG-1 depletion leads to a defect in normal Golgi assembly; analogously to C. elegans TFG-1, human TFG functions at endoplasmic reticulum exit sites; TFG-1 is detectable as early as the two cell stage of embryogenesis and expression continues throughout embryogenesis, punctated pattern in cytoplasm colocalizing with mitochondrial COX1.",PB1 domain; Protein TFG,I,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006566,tgt-1,tgt-1 encodes a tRNA-guanine transglycosylase predicted to be mitochondrial.,tRNA-guanine transglycosylase; tRNA-guanine(15) transglycosylase-like,IV,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006567,tgt-2,none available,tRNA-guanine(15) transglycosylase-like,V,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006568,thk-1,none available,P-loop containing nucleoside triphosphate hydrolase; Thymidine kinase,IV,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006570,tig-2,"tig-2 (like dbl-1, daf-7, and unc-129) encodes a TGF-beta-like protein.","Cystine-knot cytokine; Transforming growth factor-beta, C-terminal; Transforming growth factor-beta-related",V,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006571,tim-1,"tim-1 encodes the C. elegans ortholog of mammalian timeless and Drosophila timeout proteins; in C. elegans, TIM-1 activity is essential for regulation of chromatid cohesion and thus, for proper meiotic and mitotic chromosome behavior and normal embryonic development; in addition, TIM-1 appears to also play a role in regulation of developmental timing, controlling the temporal identity of hypodermal seam cells during postembryonic development; during meiosis, TIM-1 activity is required for assembly of non-SMC members of the cohesin complex (REC-8 and SCC-3 in meiosis) onto chromosomes; immunoprecipitation experiments demonstrate that TIM-1 associates with mitotic cohesin subunits SMC-1, SMC-3, SCC-1, and SCC-3 in vivo, although TIM-1 is unlikely to be a core member of the cohesin complex but instead likely functions to regulate localization of non-SMC cohesin subunits to chromosomes; in mitotic cells, TIM-1 is present diffusely but most intensely in interphase nuclei and by the metaphase-to-anaphase transition, TIM-1 levels are much reduced and excluded from condensed chromatin; in germ cells, TIM-1 is diffuse in pre-meiotic nuclei, disappears abruptly as nuclei enter meiotic prophase, and then reappears in diplotene/diakinesis.",Timeless C-terminal; Timeless protein,III,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006572,tin-9.1,"tin-9.1 encodes one of two C. elegans members of the Tin9 family of mitochondrial import proteins; TIN-9.1 activity is required for protein import into the mitochondrial inner membrane; TIN-9.1 is also required for normal fertility, embryonic development, body size, and time of reproductive onset.",Tim10/DDP family zinc finger,IV,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006573,tin-10,"tin-10 encodes the C. elegans member of the Tin10/12 family of mitochondrial import proteins; TIN-10 activity is required for protein import into the mitochondrial inner membrane; TIN-10 is also required for normal fertility, embryonic development, body size, and time of reproductive onset.",Tim10/DDP family zinc finger,III,-,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006574,tin-13,none available,Tim10/DDP family zinc finger,I,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006575,tir-1,"tir-1 encodes a Toll-Interleukin 1 Receptor (TIR) domain adaptor protein that is the C. elegans ortholog of human SARM (sterile alpha and armadillo repeats); tir-1 is required for innate immunity, as loss of tir-1 activity results in increased susceptibility to infection; tir-1 also functions in a lateral signaling pathway that specifies neuronal identity and is required for proper localization of NSY-1/MAPKKK to post-synaptic regions; TIR-1 physically interacts with a number of proteins, including UNC-43/CaMKII, the RAB-1 GTPase, and the ATP synthase f subunit encoded by R53.4; TIR-1 is expressed in neurons and localizes to post-synaptic regions of axons.",Armadillo-like helical; Armadillo-type fold; Sterile alpha motif domain; Sterile alpha motif/pointed domain; Toll/interleukin-1 receptor homology (TIR) domain,III,-,protein_coding,13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006576,tkr-1,"tkr-1 encodes a G protein-coupled receptor that is the C. elegans tachykinin-like neuropeptide receptor homolog; by homology, TKR-1 is predicted to function in modulation of excitatory neurotransmission; as loss of tkr-1 activity via RNAi results in moderate reduction of fat content, TKR-1 may play a specific role in regulating lipid metabolism; a tkr-1 reporter gene fusion is reportedly expressed in the socket cells of the deirid and post-deirid sensilla from the L2 larval stage through adulthood.","G protein-coupled receptor, rhodopsin-like",III,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006577,tlf-1,"The tlf-1 gene encodes a TATA binding protein (TBP)-like factor (TLF-1); TLF-1 is a functional transcriptional factor, and is required in vivo for zygotic embryonic RNA polymerase II transcription.",TATA-Box binding protein-like; TATA-box binding protein,I,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006578,tli-1,none available,C2 domain; UBA-like; Ubiquitin system component Cue,I,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006579,tlk-1,"tlk-1 encodes, through alternative splicing, two isoforms of a Tousled-class serine/threonine protein kinase; TLK-1A/B are orthologous to Tousled from A. thaliana; tlk-1(RNAi) embryos have, compared to normal embryos, reduced phosphorylation of the RNA polymerase II C-terminal domain at Serine-2 and methylation of histone H3 at Lysine-36 (posttranslational modifications associated with transcriptional elongation), along with a lethal phenotype consistent with general defects in zygotic transcription; TLK-1A/B have a glutamine/asparagine-rich domain and a putative coil domain.",Protein kinase domain; Protein kinase-like domain,III,+,protein_coding,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006580,tlp-1,"The tlp-1 gene encodes a C2H2-type zinc finger of the Sp-1-like protein family, which is required for normal asymmetry in the divisions of the T.p and T.ap cells; such asymmetry, in turn, is required for normal, rounded tail morphology in adult males.",,IV,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006582,tmd-2,none available,"Leucine-rich repeat domain, L domain-like; Tropomodulin",V,+,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006583,tnc-2,"tnc-2 encodes pharyngeal muscle troponin C, the calcium-binding component of the troponin complex of actin thin filaments; TNC-2 is essential for postembryonic development, and by homology, likely functions to regulate pharyngeal muscle contraction in response to changes in intracellular calcium; TNC-2 is expressed exclusively in pharyngeal muscle.",EF-hand domain; EF-hand domain pair,II,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006584,tni-1,"tni-1 encodes a member of the troponin family that affects body morphology, locomotion, egg laying, and epithelial morphogenesis in a large-scale RNAi analysis.",Troponin,X,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006585,tni-3,"tni-3 encodes one of the four elegans troponin I genes; tni-3 is required for coordinated movement, normal body and muscle morphology and for the proper contractions of the vulva and anus; CeTNI-3 interacts with both the body wall and pharynx troponin C; tni-3 is strongly expressed in body wall, head and vulval muscles.",Troponin,V,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006586,tni-4,tni-4 encodes one of the four elegans troponin I proteins; tni-4 is required for the normal development of the pharynx during embryonic development; TNI-4 interacts only with the pharyngeal troponin C; tni-4 is expressed exclusively in the pharyngeal muscles.,Troponin,IV,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006587,tnt-2,none available,Troponin T,X,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006588,tnt-3,"tnt-3 is orthologous to the human gene TROPONIN T (TNNT2; OMIM:191045), which when mutated leads to disease.",Troponin; Troponin T,X,-,protein_coding,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006589,tnt-4,none available,Troponin T,V,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006590,toc-1,"toc-1 encodes an integral membrane protein with similarity to divalent metal ion transporters; by homology, TOC-1 is predicted to function in regulation of intracellular metal ion (particularly zinc) homeostasis; toc-1 is the upstream gene in an operon with clk-1, a timing gene that is necessary for ubiquinone biosynthesis; RNAi experiments directed against toc-1 sequences result in egg-laying defects, abnormal body coloration, retarded postembryonic growth rates, and generally sick animals.",Cation efflux protein,III,+,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006591,toh-1,toh-1 encodes an astacin-like metalloprotease; TOH-1 is predicted to function as a secreted protease; experiments that specifically assessed toh-1's role in molting indicate that toh-1(RNAi) causes no abnormal phenotypes.,"CUB domain; Metallopeptidase, catalytic domain; Metallopeptidase, nematode; Peptidase M12A; Peptidase, metallopeptidase",III,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006592,dpy-31,"dpy-31 encodes an astacin zinc-metalloprotease of the BMP-1 (bone morphogenetic protein-1)/TOLLOID family; dpy-31 activity is required for proper cuticle formation and thus for normal body morphology; in addition, dpy-31 is essential for embryonic and larval development at 25 degrees C; genetic and immunofluorescence studies suggest that DPY-31 functions as an endopeptidase that is required for processing, and ultimately proper extracellular assembly, of the SQT-3 cuticle collagen; dpy-31 is expressed in most hypodermal cells, with the exception of larval stage seam cells, throughout the life cycle with particularly strong expression seen during embryonic and larval stages; dpy-31 is also expressed in some head neurons, the amphid socket cells, rectal epithelial cells, and vulval epithelial cells in L4 larvae and adults.","CUB domain; Metallopeptidase, catalytic domain; Metallopeptidase, nematode; Peptidase M12A; Peptidase, metallopeptidase; Thrombospondin type-1 (TSP1) repeat",III,+,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006593,tol-1,"tol-1 encodes a predicted transmembrane protein that is the sole C. elegans Toll-like receptor (TLR); TOL-1 is required for proper embryonic development and for pathogen avoidance behavior, and is expressed primarily in the nervous system.","Leucine-rich repeat; Leucine-rich repeat domain, L domain-like; Leucine-rich repeat, typical subtype; Toll/interleukin-1 receptor homology (TIR) domain",I,+,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006594,tom-1,"tom-1 encodes a tomosyn ortholog that inhibits synaptic vesicle priming; TOM-1 is orthologous to human tomosyn-1 and tomosyn-2, and to Drosophila lethal(2)giant larvae; TOM-1 protein binds RIC-4 (SNAP-25) and UNC-64 (syntaxin) in vitro; tom-1 has two hypomorphic mutant alleles, tom-1(nu468) and tom-1(ok285), which confer aldicarb hypersensitivity, probably from excess cholinergic neurotransmission; tom-1 mutants have reduced brood sizes, mildly defective locomotion, and prolonged responses to neurotransmission due to a defect in presynaptic neurons; tom-1 mutants have normal axonal morphology and numbers of synapses, but abnormally high numbers of neuronal vesicles next to the presynaptic membrane; the tom-1(ok285) mutation suppresses the aldicarb resistance and deficient number of presynaptic membrane-apposed vesicles seen in unc-13(s69) mutants.",Lethal giant larvae homologue 2; Lethal(2) giant larvae protein; WD40 repeat; WD40-repeat-containing domain; WD40/YVTN repeat-like-containing domain,I,+,protein_coding,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006595,top-1,"top-1 encodes the C. elegans DNA topoisomerase I ortholog; TOP-1 exhibits DNA topoisomerase I activity in vitro and in vivo, this activity is required for normal gonad, germline, and embryonic development; top-1 mRNA is expressed throughout the gonad and during early embryogenesis, with mRNA levels nearly gone by hatching; TOP-1 protein levels are highest in embryos and L1 larvae, decrease by the L3 larval stage and then increase again during L4 and adult stages; in meiotic cells, oocytes, and early embryos, TOP-1 localizes to nuclei, while in later embryos TOP-1 is found in gut nucleoli; during cell division of 1-, 2-, and 4-cell embryos, TOP-1 also localizes to centrosomes.","DNA breaking-rejoining enzyme, catalytic core; DNA topoisomerase I; DNA topoisomerase I, DNA binding, eukaryotic-type; DNA topoisomerase I, DNA binding, mixed alpha/beta motif, eukaryotic-type; DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type; DNA topoisomerase I, catalytic core, alpha/beta subdomain; DNA topoisomerase I, catalytic core, eukaryotic-type; DNA topoisomerase I, domain 1; DNA topoisomerase I, eukaryotic-type; Topoisomerase I C-terminal domain",I,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006596,top-3,top-3 encodes DNA topoisomerase IIIalpha.,"DNA topoisomerase, type IA; DNA topoisomerase, type IA, DNA-binding domain; DNA topoisomerase, type IA, central; DNA topoisomerase, type IA, core domain; DNA topoisomerase, type IA, domain 2; TOPRIM  domain; Zinc finger, GRF-type",III,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006597,tor-1,"tor-1 encodes a AAA+ ATPase that, along with TOR-2 and OOC-5, comprise the three C. elegans orthologs of human TorsinA.",AAA+ ATPase domain; ClpA/B family; P-loop containing nucleoside triphosphate hydrolase; Torsin; Torsin 1/2,IV,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006598,tor-2,"tor-2 encodes a AAA ATPase that, along with TOR-1 and OOC-5, comprise the three C. elegans orthologs of human torsinA; overexpression of TOR-2 in nematodes with polyglutamine repeat-induced protein aggregates indicates that TOR-2 can suppress protein aggregation, suggesting TOR-2 may play a role in regulation of protein folding; in wild-type animals, TOR-2 localizes to the endoplasmic reticulum; in animals containing polyglutamine protein aggregates, TOR-2 localizes to these sites of protein aggregation.",ClpA/B family; P-loop containing nucleoside triphosphate hydrolase; Torsin; Torsin 1/2,IV,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006599,tpa-1,"tpa-1 encodes two protein kinase C isoforms, TPA-1A and TPA-1B; analysis of tpa-1 mutations indicates that at least one TPA-1 isoform plays a role in nicotine-induced adaptation and that both isoforms appear to play a role in gpa-12/G protein-mediated signaling that modulates feeding and growth.","AGC-kinase, C-terminal; C2 domain; Diacylglycerol/phorbol-ester binding; Protein kinase C, delta/epsilon/eta/theta types; Protein kinase C-like, phorbol ester/diacylglycerol-binding domain; Protein kinase domain; Protein kinase, C-terminal; Protein kinase-like domain",IV,+,protein_coding,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006600,tph-1,"tph-1 encodes tryptophan hydroxylase, the enzyme that catalyzes the rate-limiting first step in serotonin biosynthesis; in vivo, tph-1 activity is required for serotonin biosynthesis, and well-fed animals mutant for tph-1 exhibit changes in behavioral and metabolic processes similar to those caused by starvation: slower rates of egg laying and pharyngeal pumping, dauer larval arrest, increased fat storage, and an extended reproductive lifespan; genetic studies indicate that, in regulating feeding and metabolism, tph-1 interacts with the daf-7/TGF-beta and daf-2/insulin-like signaling pathways; a TPH-1::GFP reporter is expressed in the serotonergic neurons: NSM, ADF, HSN (hermaphrodite-specific), CP (male-specific), and also rarely in the AIM and RIH neurons.","Aromatic amino acid hydroxylase; Aromatic amino acid hydroxylase, C-terminal; Tryptophan 5-monooxygenase; Tyrosine 3-monooxygenase-like",II,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006601,tpi-1,"tpi-1 encodes a putative triosephosphate isomerase orthologous to human TPI1 (OMIM:190450, mutated in TPI deficiency) and Drosophila WASTED AWAY; loss of tpi-1 activity via RNAi results in increased resistance to exogenous oxidants and shortening of natural adult lifespan, both presumably due to alterations in the redox state of cells.",Aldolase-type TIM barrel; Triosephosphate isomerase,II,-,protein_coding,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006602,tps-1,none available,"Glycosyl transferase, family 20; HAD-like domain",X,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006603,tps-2,"tps-2 encodes one of two trehalose-6-phosphate synthase proteins in C. elegans, and RNAi of both enzymes leads to a more than 90% reduction decrease in trehalose levels, but does not appear to affect viability or development; the tps-2 mRNA is expressed throughout development.","Glycosyl transferase, family 20; HAD-like domain",II,+,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006604,tra-1,"tra-1 encodes Zn2+-finger-containing proteins that are the sole C. elegans members of the GLI transcription factor family; during development, tra-1 functions cell autonomously as the terminal regulator of the sex determination pathway and positively regulates all aspects of hermaphrodite somatic sexual differentiation; in addition, tra-1 activity is required for proper development of the male somatic gonad and for sustained spermatogenesis in both sexes; in regulating sex-specific development, TRA-1 functions, in part, by repressing transcription of mab-3 and egl-1 in the intestine and HSN neurons, respectively; TRA-1 is expressed in hermaphrodites and males and localizes to both the nucleus and cytoplasm of many different cell types; expression of C-terminally truncated TRA-1 isoforms is much higher in hermaphrodites than males, due to sex-specific proteolysis that results in the presence of feminizing TRA-1 isoforms in hermaphrodites.",Zinc finger C2H2-type,III,-,protein_coding,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBGene00006605,tra-2,"tra-2 encodes a transmembrane receptor that functions in the sex determination pathway to specify female fates in hermaphroditic XX animals; tra-2 encodes two proteins: TRA-2A, the major protein expressed at all developmental stages, and TRA-2B, a form specific to the hermaphrodite germ line; in hermaphrodites, direct interaction between the TRA-2A intracellular domain inhibits FEM-3 masculinizing activity, whereas in males, TRA-2A is negatively regulated by HER-1, allowing the FEM proteins to specify male development; TRA-2A localizes to the plasma membrane where its activity is positively regulated, in part, by proteolytic cleavage by the TRA-3 calpain-like protease.",Sex-determining transformer protein 2,II,-,protein_coding,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
